rank,recipe_id,title,suspicion_reasons,suggested_decision,is_new_r401_r610,blocker_or_warning
582,r290_brusketta_s_tomatami_persikom_i_avokado,"Брускетта с томатами, персиком и авокадо",missing approximate/user-friendly measure: 1; e.g. чеснок — 1 г,A. looks okay / no fix (low-priority warning review),no,warning
583,r294_roll_s_omletom_kabachkom_i_syrom,"Ролл с омлетом, кабачком и сыром",missing approximate/user-friendly measure: 1; e.g. Сыр гауда — 30 г,A. looks okay / no fix (low-priority warning review),no,warning
584,r306_zapechennye_ovsyanye_boul_s_bananom_i_pekanom,Запеченные овсяные стаканчики с бананом и пеканом,missing approximate/user-friendly measure: 1; e.g. поджаренный грецкий орех или пекан — 5 г,A. looks okay / no fix (low-priority warning review),no,warning
585,r324_yogurtovyy_parfe_s_malinoy_bananom_i_pekanom,"Йогуртовый парфе с малиной, бананом и пеканом",missing approximate/user-friendly measure: 1; e.g. пекан — 15 г,A. looks okay / no fix (low-priority warning review),no,warning
586,r326_grecheskiy_yogurt_s_kuragoy_i_gretskim_orehom,Греческий йогурт с курагой и грецким орехом,missing approximate/user-friendly measure: 1; e.g. грецкие орехи — 5 г,A. looks okay / no fix (low-priority warning review),no,warning
587,r336_kartofelnye_dolki_s_kuritsey_i_yogurtovym_dipom,Картофельные дольки с курицей и йогуртовым дипом,missing approximate/user-friendly measure: 1; e.g. Чеснок — 3 г,A. looks okay / no fix (low-priority warning review),no,warning
588,r337_batat_s_kuritsey_i_chesnochnym_yogurtom,Батат с курицей и чесночным йогуртом,missing approximate/user-friendly measure: 1; e.g. Чеснок — 3 г,A. looks okay / no fix (low-priority warning review),no,warning
589,r384_ostrye_ogurechnye_kusochki_s_tuntsom_i_zelenym_lukom,Острые огуречные кусочки с тунцом и зеленым луком,missing approximate/user-friendly measure: 1; e.g. Острый соус — 5 г,A. looks okay / no fix (low-priority warning review),no,warning
590,r630_ovsyanaya_kasha_na_kokosovom_moloke,Овсяная каша на кокосовом молоке,missing approximate/user-friendly measure: 1; e.g. грецкий орех — 8 г,A. looks okay / no fix (low-priority warning review),no,warning
591,r638_bolgarskiy_tarator,Болгарский таратор,missing approximate/user-friendly measure: 1; e.g. грецкий орех — 10 г,A. looks okay / no fix (low-priority warning review),no,warning
592,r640_rulet_iz_lavasha_s_humusom,Рулет из лаваша с хумусом,missing approximate/user-friendly measure: 1; e.g. хумус — 80 г,A. looks okay / no fix (low-priority warning review),no,warning
593,r010_frantsuzskie_tosty,Французские тосты,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
594,r012_pryanyy_yablochnyy_birher_s_fistashkami,Пряный яблочный бирхер с фисташками,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
595,r014_birher_chernyy_les_s_grushey_i_vishney,Бирхер «Черный лес» с грушей и вишней,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
596,r018_ovsyanka_iz_rezanoy_ovsyanoy_krupy_s_yablokami,Овсянка из резаной овсяной крупы с яблоками,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
597,r021_gribnoy_omlet_s_chedderom_i_petrushkoy,Грибной омлет с чеддером и петрушкой,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
598,r026_prostaya_kartofelnaya_tortilya_s_lukom,Простая картофельная тортилья с луком,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
599,r027_klassicheskiy_frantsuzskiy_omlet,Классический французский омлет,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
600,r029_skrembl_so_shpinatom_tselnozernovym_tostom_i_malinoy,"Скрэмбл со шпинатом, цельнозерновым тостом и малиной",No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
601,r030_denverskiy_omlet_s_vetchinoy_pertsem_i_chedderom,"Денверский омлет с ветчиной, перцем и чеддером",No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
602,r044_pshenichnyy_tortilya_roll_s_indeykoy_pertsem_i_yaytsom,"Пшеничный тортилья-ролл с курицей, перцем и яйцом",No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
603,r046_tortilya_rolly_s_bekonom_gribami_i_yaytsom,"Тортилья-роллы с беконом, грибами и яйцом",No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
604,r052_zelenyy_raduzhnyy_smuzi_boul_s_avokado_i_yagodami,Зеленый радужный смузи-боул с авокадо и ягодами,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
605,r053_smuzi_boul_s_kurkumoy_bananom_i_keshyu,"Смузи-боул с куркумой, бананом и кешью",No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
606,r057_asai_boul_s_bananom_golubikoy_i_granatom,"Асаи-боул с бананом, голубикой и гранатом",No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
607,r059_kokosovaya_chia_chasha_s_ananasom_i_kivi,Кокосовая чиа-чаша с ананасом и киви,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
608,r074_menemen_s_pertsem_tomatami_i_chesnochnym_yogurtom,"Менемен с перцем, томатами и чесночным йогуртом",No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
609,r075_tamago_kake_gohan_s_nori_avokado_i_marinovannym_imbire,"Тамаго какэ гохан с нори, авокадо и маринованным имбирем",No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
610,r083_pryanyy_yaichnyy_skrembl_v_lavash,Пряный яичный скрэмбл в лаваш,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
611,r090_grecheskiy_yogurtovyy_parfe_s_yagodami_i_granoloy,Греческий йогуртовый парфе с ягодами и гранолой,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
612,r102_kurinaya_dzhambalayya_s_chorizo,Куриная джамбалайя с чоризо,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
613,r110_zapechennaya_chesnochno_parmezanovaya_kuritsa,Запеченная чесночно-пармезановая курица,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
614,r132_losos_na_protivne_s_kartofelem_pertsami_tomatami_i_oli,"Лосось на противне с картофелем, перцами, томатами и оливками",No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
615,r133_limonnyy_zapechennyy_losos_s_chesnochno_ukropnym_souso,Лимонный запеченный лосось с чесночно-укропным соусом,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
616,r134_tuntsovye_steyki_s_rozmarinom_timyanom_i_zelenym_lukom,"Тунцовые стейки с розмарином, тимьяном и зеленым луком",No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
617,r135_obzharennye_steyki_tuntsa_s_pertsem,Обжаренные стейки тунца с перцем,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
618,r144_zapechennyy_zharenyy_ris_s_krevetkami_na_protivne,Запеченный жареный рис с креветками на противне,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
619,r145_chesnochnye_krevetki_so_shpinatom_v_odnoy_skovorode,Чесночные креветки со шпинатом в одной сковороде,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
620,r146_spagetti_s_moreproduktami_midiyami_krevetkami_i_kalmar,"Спагетти с морепродуктами, мидиями, креветками и кальмаром",No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
621,r150_lingvini_s_krevetkami_belym_bulonm_i_limonom,"Лингвини с креветками, белым вином и лимоном",No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
622,r172_pasta_s_baklazhanom_s_baklazhanom_i_rikottoy_salata,Паста с баклажаном с баклажаном и рикоттой салата,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
623,r176_nokki_kacho_e_pepe,Ньокки качо-э-пепе,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
624,r177_limonnaya_pasta_s_parmezanom_i_chesnokom,Лимонная паста с пармезаном и чесноком,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
625,r181_plov_s_chorizo_tomatami_i_limonom,"Плов с чоризо, томатами и лимоном",No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
626,r182_limonnyy_ris_s_krevetkami_i_chorizo_v_stile_paeli,Лимонный рис с креветками и чоризо в стиле паэльи,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
627,r185_risovyy_boul_s_edamame_ovoschami_i_teriyaki,"Рисовый боул с зеленым горошком, овощами и терияки",No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
628,r197_batat_s_nutom_masala_i_zelenym_chatni,Батат с нутом масала и зеленым чатни,No audit warnings; listed only for full coverage.,A. looks okay / no fix,no,none
